year,week,age_group,ili,detection_rate,hospitalization,vaccine_rate,emergency_patients,subtype
2022.0,9.0,50-64세,3.7,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,9.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,9.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,9.0,65세이상,1.4,0.0,2.0,,6.0,A(H1N1)pdm09
2022.0,9.0,7-12세,6.3,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,9.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,9.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,9.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,10.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,10.0,0세,1.7,,0.0,,0.0,A(H1N1)pdm09
2022.0,10.0,1-6세,5.1,,0.0,,2.0,A(H1N1)pdm09
2022.0,10.0,13-18세,4.3,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,10.0,19-49세,4.8,0.0,0.0,,7.0,A(H1N1)pdm09
2022.0,10.0,50-64세,3.5,0.0,3.0,,7.0,A(H1N1)pdm09
2022.0,10.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,10.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,10.0,65세이상,0.9,0.0,1.0,,7.0,A(H1N1)pdm09
2022.0,10.0,7-12세,4.4,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,10.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,10.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,10.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,11.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,11.0,0세,2.7,,0.0,,0.0,A(H1N1)pdm09
2022.0,11.0,1-6세,4.9,,0.0,,1.0,A(H1N1)pdm09
2022.0,11.0,13-18세,4.2,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,11.0,19-49세,4.2,0.0,0.0,,11.0,A(H1N1)pdm09
2022.0,11.0,50-64세,4.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022.0,11.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,11.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,11.0,65세이상,1.5,0.0,0.0,,5.0,A(H1N1)pdm09
2022.0,11.0,7-12세,4.7,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,11.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,11.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,11.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,12.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,12.0,0세,1.9,,0.0,,1.0,A(H1N1)pdm09
2022.0,12.0,1-6세,8.3,,0.0,,1.0,A(H1N1)pdm09
2022.0,12.0,13-18세,5.6,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,12.0,19-49세,4.8,0.0,0.0,,6.0,A(H1N1)pdm09
2022.0,12.0,50-64세,3.7,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,12.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,12.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,12.0,65세이상,2.1,0.0,5.0,,3.0,A(H1N1)pdm09
2022.0,12.0,7-12세,6.6,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,12.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,12.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,12.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,13.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,13.0,0세,0.3,,0.0,,1.0,A(H1N1)pdm09
2022.0,13.0,1-6세,6.4,,0.0,,1.0,A(H1N1)pdm09
2022.0,13.0,13-18세,4.6,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,13.0,19-49세,4.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022.0,13.0,50-64세,4.0,0.0,1.0,,3.0,A(H1N1)pdm09
2022.0,13.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,13.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,13.0,65세이상,2.0,0.0,2.0,,6.0,A(H1N1)pdm09
2022.0,13.0,7-12세,7.6,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,13.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,13.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,13.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,14.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,14.0,0세,3.6,,0.0,,0.0,A(H1N1)pdm09
2022.0,14.0,1-6세,6.1,,0.0,,1.0,A(H1N1)pdm09
2022.0,14.0,13-18세,3.5,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,14.0,19-49세,3.3,0.0,0.0,,11.0,A(H1N1)pdm09
2022.0,14.0,50-64세,4.1,0.0,1.0,,5.0,A(H1N1)pdm09
2022.0,14.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,14.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,14.0,65세이상,2.7,0.0,4.0,,7.0,A(H1N1)pdm09
2022.0,14.0,7-12세,4.9,0.0,1.0,,2.0,A(H1N1)pdm09
2022.0,14.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,14.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,14.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,15.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,15.0,0세,2.4,,0.0,,0.0,A(H1N1)pdm09
2022.0,15.0,1-6세,5.9,,0.0,,3.0,A(H1N1)pdm09
2022.0,15.0,13-18세,2.7,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,15.0,19-49세,2.9,0.0,0.0,,4.0,A(H1N1)pdm09
2022.0,15.0,50-64세,2.7,0.0,0.0,,7.0,A(H1N1)pdm09
2022.0,15.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,15.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,15.0,65세이상,0.9,0.0,3.0,,4.0,A(H1N1)pdm09
2022.0,15.0,7-12세,5.7,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,15.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,15.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,15.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,16.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,16.0,0세,1.7,,0.0,,1.0,A(H1N1)pdm09
2022.0,16.0,1-6세,4.8,,0.0,,4.0,A(H1N1)pdm09
2022.0,16.0,13-18세,2.5,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,16.0,19-49세,3.4,0.0,0.0,,5.0,A(H1N1)pdm09
2022.0,16.0,50-64세,2.6,0.0,0.0,,4.0,A(H1N1)pdm09
2022.0,16.0,65-69세,,,,74.1,,A(H1N1)pdm09
2022.0,16.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,16.0,65세이상,1.1,0.0,3.0,,4.0,A(H1N1)pdm09
2022.0,16.0,7-12세,5.9,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,16.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,16.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,16.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,17.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,17.0,0세,1.8,,0.0,,1.0,A(H1N1)pdm09
2022.0,17.0,1-6세,4.0,,0.0,,2.0,A(H1N1)pdm09
2022.0,17.0,13-18세,2.1,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,17.0,19-49세,3.4,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,17.0,50-64세,2.4,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,17.0,65-69세,,,,74.2,,A(H1N1)pdm09
2022.0,17.0,65세 이상,,,,80.5,,A(H1N1)pdm09
2022.0,17.0,65세이상,1.1,0.0,0.0,,4.0,A(H1N1)pdm09
2022.0,17.0,7-12세,4.7,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,17.0,70-74세,,,,83.7,,A(H1N1)pdm09
2022.0,17.0,75세 이상,,,,83.7,,A(H1N1)pdm09
2022.0,17.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,18.0,0-6세,,0.0,,,,A(H3N2)
2022.0,18.0,0세,1.0,,0.0,,1.0,A(H3N2)
2022.0,18.0,1-6세,2.0,,0.0,,1.0,A(H3N2)
2022.0,18.0,13-18세,1.8,0.0,0.0,,0.0,A(H3N2)
2022.0,18.0,19-49세,2.5,11.1,0.0,,1.0,A(H3N2)
2022.0,18.0,50-64세,2.0,0.0,2.0,,0.0,A(H3N2)
2022.0,18.0,65-69세,,,,74.2,,A(H3N2)
2022.0,18.0,65세 이상,,,,80.5,,A(H3N2)
2022.0,18.0,65세이상,1.1,0.0,1.0,,3.0,A(H3N2)
2022.0,18.0,7-12세,2.7,0.0,0.0,,0.0,A(H3N2)
2022.0,18.0,70-74세,,,,83.7,,A(H3N2)
2022.0,18.0,75세 이상,,,,83.7,,A(H3N2)
2022.0,18.0,연령미상,,,,,0.0,A(H3N2)
2022.0,19.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,19.0,0세,1.6,,0.0,,0.0,A(H1N1)pdm09
2022.0,19.0,1-6세,2.4,,0.0,,0.0,A(H1N1)pdm09
2022.0,19.0,13-18세,2.0,,0.0,,1.0,A(H1N1)pdm09
2022.0,19.0,19-49세,2.5,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,19.0,50-64세,2.4,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,19.0,65세이상,0.9,0.0,2.0,,3.0,A(H1N1)pdm09
2022.0,19.0,7-12세,2.4,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,19.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,20.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,20.0,0세,1.8,,0.0,,0.0,A(H1N1)pdm09
2022.0,20.0,1-6세,2.9,,0.0,,2.0,A(H1N1)pdm09
2022.0,20.0,13-18세,1.0,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,20.0,19-49세,2.1,0.0,0.0,,5.0,A(H1N1)pdm09
2022.0,20.0,50-64세,1.9,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,20.0,65세이상,0.8,0.0,2.0,,6.0,A(H1N1)pdm09
2022.0,20.0,7-12세,2.5,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,20.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,21.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,21.0,0세,1.2,,0.0,,1.0,A(H1N1)pdm09
2022.0,21.0,1-6세,2.4,,0.0,,1.0,A(H1N1)pdm09
2022.0,21.0,13-18세,1.2,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,21.0,19-49세,3.0,0.0,1.0,,1.0,A(H1N1)pdm09
2022.0,21.0,50-64세,1.8,0.0,1.0,,4.0,A(H1N1)pdm09
2022.0,21.0,65세이상,0.8,0.0,2.0,,4.0,A(H1N1)pdm09
2022.0,21.0,7-12세,1.5,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,21.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,22.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,22.0,0세,0.3,,0.0,,0.0,A(H1N1)pdm09
2022.0,22.0,1-6세,3.7,,0.0,,2.0,A(H1N1)pdm09
2022.0,22.0,13-18세,1.9,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,22.0,19-49세,2.5,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,22.0,50-64세,1.8,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,22.0,65세이상,0.6,0.0,1.0,,2.0,A(H1N1)pdm09
2022.0,22.0,7-12세,1.9,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,22.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,23.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,23.0,0세,0.6,,0.0,,0.0,A(H1N1)pdm09
2022.0,23.0,1-6세,3.2,,0.0,,2.0,A(H1N1)pdm09
2022.0,23.0,13-18세,1.9,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,23.0,19-49세,1.5,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,23.0,50-64세,1.4,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,23.0,65세이상,0.5,0.0,0.0,,6.0,A(H1N1)pdm09
2022.0,23.0,7-12세,2.6,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,23.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,24.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,24.0,0세,1.6,,0.0,,0.0,A(H1N1)pdm09
2022.0,24.0,1-6세,2.9,,0.0,,0.0,A(H1N1)pdm09
2022.0,24.0,13-18세,1.0,0.0,1.0,,2.0,A(H1N1)pdm09
2022.0,24.0,19-49세,2.0,0.0,1.0,,3.0,A(H1N1)pdm09
2022.0,24.0,50-64세,1.8,0.0,0.0,,2.0,A(H1N1)pdm09
2022.0,24.0,65세이상,0.9,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,24.0,7-12세,1.4,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,24.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,25.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,25.0,0세,0.0,,0.0,,0.0,A(H1N1)pdm09
2022.0,25.0,1-6세,3.6,,0.0,,0.0,A(H1N1)pdm09
2022.0,25.0,13-18세,1.3,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,25.0,19-49세,2.3,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,25.0,50-64세,2.4,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,25.0,65세이상,1.1,0.0,1.0,,3.0,A(H1N1)pdm09
2022.0,25.0,7-12세,0.6,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,25.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,26.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,26.0,0세,1.8,,0.0,,0.0,A(H1N1)pdm09
2022.0,26.0,1-6세,4.0,,0.0,,1.0,A(H1N1)pdm09
2022.0,26.0,13-18세,0.8,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,26.0,19-49세,2.2,0.0,1.0,,2.0,A(H1N1)pdm09
2022.0,26.0,50-64세,1.7,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,26.0,65세이상,1.1,0.0,2.0,,5.0,A(H1N1)pdm09
2022.0,26.0,7-12세,2.1,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,26.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,27.0,0-6세,,0.0,,,,A(H1N1)pdm09
2022.0,27.0,0세,1.7,,0.0,,0.0,A(H1N1)pdm09
2022.0,27.0,1-6세,4.8,,0.0,,1.0,A(H1N1)pdm09
2022.0,27.0,13-18세,1.9,0.0,0.0,,3.0,A(H1N1)pdm09
2022.0,27.0,19-49세,2.9,0.0,1.0,,2.0,A(H1N1)pdm09
2022.0,27.0,50-64세,2.1,0.0,0.0,,1.0,A(H1N1)pdm09
2022.0,27.0,65세이상,1.0,0.0,1.0,,3.0,A(H1N1)pdm09
2022.0,27.0,7-12세,1.7,0.0,0.0,,0.0,A(H1N1)pdm09
2022.0,27.0,연령미상,,,,,0.0,A(H1N1)pdm09
2022.0,28.0,0-6세,,0.0,,,,A(H3N2)
2022.0,28.0,0세,1.3,,0.0,,0.0,A(H3N2)
2022.0,28.0,1-6세,4.3,,0.0,,0.0,A(H3N2)
2022.0,28.0,13-18세,2.8,5.6,0.0,,0.0,A(H3N2)
2022.0,28.0,19-49세,3.3,8.7,3.0,,17.0,A(H3N2)
2022.0,28.0,50-64세,2.5,5.9,0.0,,3.0,A(H3N2)
2022.0,28.0,65세이상,1.6,0.0,0.0,,2.0,A(H3N2)
2022.0,28.0,7-12세,2.5,5.3,0.0,,3.0,A(H3N2)
2022.0,28.0,연령미상,,,,,0.0,A(H3N2)
2022.0,29.0,0-6세,,0.0,,,,A(H3N2)
2022.0,29.0,0세,0.7,,0.0,,1.0,A(H3N2)
2022.0,29.0,1-6세,4.4,,0.0,,2.0,A(H3N2)
2022.0,29.0,13-18세,5.0,6.7,4.0,,7.0,A(H3N2)
2022.0,29.0,19-49세,3.8,13.0,8.0,,53.0,A(H3N2)
2022.0,29.0,50-64세,2.7,0.0,0.0,,1.0,A(H3N2)
2022.0,29.0,65세이상,1.9,0.0,0.0,,3.0,A(H3N2)
2022.0,29.0,7-12세,4.5,0.0,0.0,,0.0,A(H3N2)
2022.0,29.0,연령미상,,,,,0.0,A(H3N2)
2022.0,30.0,0-6세,,4.2,,,,A(H3N2)
2022.0,30.0,0세,3.2,,0.0,,1.0,A(H3N2)
2022.0,30.0,1-6세,4.1,,2.0,,4.0,A(H3N2)
2022.0,30.0,13-18세,4.0,15.4,3.0,,20.0,A(H3N2)
2022.0,30.0,19-49세,4.7,3.7,7.0,,56.0,A(H3N2)
2022.0,30.0,50-64세,3.0,0.0,1.0,,2.0,A(H3N2)
2022.0,30.0,65세이상,2.0,0.0,6.0,,3.0,A(H3N2)
2022.0,30.0,7-12세,4.1,0.0,6.0,,4.0,A(H3N2)
2022.0,30.0,연령미상,,,,,0.0,A(H3N2)
2022.0,31.0,0-6세,,1.3,,,,A(H3N2)
2022.0,31.0,0세,1.9,,0.0,,0.0,A(H3N2)
2022.0,31.0,1-6세,3.9,,5.0,,1.0,A(H3N2)
2022.0,31.0,13-18세,6.0,0.0,4.0,,13.0,A(H3N2)
2022.0,31.0,19-49세,4.8,4.5,6.0,,34.0,A(H3N2)
2022.0,31.0,50-64세,3.0,0.0,0.0,,4.0,A(H3N2)
2022.0,31.0,65세이상,1.8,0.0,3.0,,5.0,A(H3N2)
2022.0,31.0,7-12세,4.8,0.0,7.0,,5.0,A(H3N2)
2022.0,31.0,연령미상,,,,,0.0,A(H3N2)
2022.0,32.0,0-6세,,4.4,,,,A(H3N2)
2022.0,32.0,0세,1.5,,0.0,,1.0,A(H3N2)
2022.0,32.0,1-6세,4.2,,1.0,,2.0,A(H3N2)
2022.0,32.0,13-18세,6.5,16.7,1.0,,13.0,A(H3N2)
2022.0,32.0,19-49세,4.1,3.6,4.0,,30.0,A(H3N2)
2022.0,32.0,50-64세,3.7,0.0,0.0,,4.0,A(H3N2)
2022.0,32.0,65세이상,1.5,0.0,5.0,,4.0,A(H3N2)
2022.0,32.0,7-12세,2.5,8.3,5.0,,3.0,A(H3N2)
2022.0,32.0,연령미상,,,,,0.0,A(H3N2)
2022.0,33.0,0-6세,,0.0,,,,A(H3N2)
2022.0,33.0,0세,1.8,,0.0,,2.0,A(H3N2)
2022.0,33.0,1-6세,3.6,,2.0,,1.0,A(H3N2)
2022.0,33.0,13-18세,9.2,10.5,1.0,,9.0,A(H3N2)
2022.0,33.0,19-49세,4.1,3.4,2.0,,19.0,A(H3N2)
2022.0,33.0,50-64세,4.0,8.3,6.0,,3.0,A(H3N2)
2022.0,33.0,65세이상,2.0,0.0,11.0,,8.0,A(H3N2)
2022.0,33.0,7-12세,4.8,5.0,8.0,,1.0,A(H3N2)
2022.0,33.0,연령미상,,,,,0.0,A(H3N2)
2022.0,34.0,0-6세,,1.8,,,,A(H3N2)
2022.0,34.0,0세,3.0,,0.0,,0.0,A(H3N2)
2022.0,34.0,1-6세,4.7,,4.0,,2.0,A(H3N2)
2022.0,34.0,13-18세,5.3,0.0,2.0,,11.0,A(H3N2)
2022.0,34.0,19-49세,5.7,0.0,2.0,,22.0,A(H3N2)
2022.0,34.0,50-64세,3.6,0.0,0.0,,3.0,A(H3N2)
2022.0,34.0,65세이상,2.6,0.0,5.0,,6.0,A(H3N2)
2022.0,34.0,7-12세,4.5,0.0,3.0,,2.0,A(H3N2)
2022.0,34.0,연령미상,,,,,0.0,A(H3N2)
2022.0,35.0,0-6세,,1.3,,,,A(H3N2)
2022.0,35.0,0세,3.6,,1.0,,0.0,A(H3N2)
2022.0,35.0,1-6세,5.9,,1.0,,2.0,A(H3N2)
2022.0,35.0,13-18세,5.6,0.0,1.0,,6.0,A(H3N2)
2022.0,35.0,19-49세,4.9,8.7,1.0,,15.0,A(H3N2)
2022.0,35.0,50-64세,3.3,0.0,1.0,,2.0,A(H3N2)
2022.0,35.0,65세이상,2.1,0.0,4.0,,2.0,A(H3N2)
2022.0,35.0,7-12세,5.9,14.3,3.0,,1.0,A(H3N2)
2022.0,35.0,연령미상,,,,,0.0,A(H3N2)
2022.0,36.0,0-6세,,0.9,,,,A(H3N2)
2022.0,36.0,0세,4.1,,0.0,,0.0,A(H3N2)
2022.0,36.0,1-6세,6.3,,2.0,,1.0,A(H3N2)
2022.0,36.0,13-18세,8.5,6.3,3.0,,16.0,A(H3N2)
2022.0,36.0,19-49세,5.2,0.0,0.0,,14.0,A(H3N2)
2022.0,36.0,50-64세,3.5,0.0,2.0,,1.0,A(H3N2)
2022.0,36.0,65세이상,2.1,0.0,2.0,,8.0,A(H3N2)
2022.0,36.0,7-12세,5.9,6.9,11.0,,1.0,A(H3N2)
2022.0,36.0,연령미상,,,,,0.0,A(H3N2)
2022.0,37.0,0-6세,,0.0,,,,A(H3N2)
2022.0,37.0,0세,1.2,,3.0,,2.0,A(H3N2)
2022.0,37.0,1-6세,6.5,,0.0,,14.0,A(H3N2)
2022.0,37.0,13-18세,12.6,0.0,3.0,,40.0,A(H3N2)
2022.0,37.0,19-49세,5.2,6.3,0.0,,23.0,A(H3N2)
2022.0,37.0,50-64세,3.4,0.0,0.0,,4.0,A(H3N2)
2022.0,37.0,65세이상,1.9,0.0,3.0,,5.0,A(H3N2)
2022.0,37.0,7-12세,8.4,6.3,0.0,,8.0,A(H3N2)
2022.0,37.0,연령미상,,,,,0.0,A(H3N2)
2022.0,38.0,0-6세,,1.1,,,,A(H3N2)
2022.0,38.0,0세,3.4,,2.0,,3.0,A(H3N2)
2022.0,38.0,1-6세,6.0,,0.0,,10.0,A(H3N2)
2022.0,38.0,13-18세,8.4,0.0,3.0,,22.0,A(H3N2)
2022.0,38.0,19-49세,5.8,0.0,3.0,,18.0,A(H3N2)
2022.0,38.0,50-64세,3.4,0.0,1.0,,3.0,A(H3N2)
2022.0,38.0,65세이상,2.0,8.3,3.0,,3.0,A(H3N2)
2022.0,38.0,7-12세,6.2,0.0,1.0,,5.0,A(H3N2)
2022.0,38.0,연령미상,,,,,0.0,A(H3N2)
2022.0,39.0,0-6세,,0.7,,,,A(H3N2)
2022.0,39.0,0세,2.2,,0.0,,0.0,A(H3N2)
2022.0,39.0,1-6세,7.9,,1.0,,12.0,A(H3N2)
2022.0,39.0,13-18세,5.4,0.0,0.0,,24.0,A(H3N2)
2022.0,39.0,19-49세,5.9,6.9,1.0,,27.0,A(H3N2)
2022.0,39.0,50-64세,3.3,6.3,1.0,,8.0,A(H3N2)
2022.0,39.0,65-69세,,,,0.0,,A(H3N2)
2022.0,39.0,65세 이상,,,,0.0,,A(H3N2)
2022.0,39.0,65세이상,1.8,0.0,1.0,,11.0,A(H3N2)
2022.0,39.0,7-12세,6.4,0.0,2.0,,0.0,A(H3N2)
2022.0,39.0,70-74세,,,,0.0,,A(H3N2)
2022.0,39.0,75세 이상,,,,0.0,,A(H3N2)
2022.0,39.0,연령미상,,,,,0.0,A(H3N2)
2022.0,40.0,0-6세,,0.6,,,,A(H3N2)
2022.0,40.0,0세,3.5,,0.0,,1.0,A(H3N2)
2022.0,40.0,1-6세,12.1,,1.0,,17.0,A(H3N2)
2022.0,40.0,13-18세,6.0,11.1,0.0,,26.0,A(H3N2)
2022.0,40.0,19-49세,9.1,0.0,1.0,,26.0,A(H3N2)
2022.0,40.0,50-64세,3.9,0.0,2.0,,10.0,A(H3N2)
2022.0,40.0,65-69세,,,,0.0,,A(H3N2)
2022.0,40.0,65세 이상,,,,0.0,,A(H3N2)
2022.0,40.0,65세이상,3.0,0.0,8.0,,13.0,A(H3N2)
2022.0,40.0,7-12세,5.2,0.0,2.0,,11.0,A(H3N2)
2022.0,40.0,70-74세,,,,0.0,,A(H3N2)
2022.0,40.0,75세 이상,,,,0.0,,A(H3N2)
2022.0,40.0,연령미상,,,,,0.0,A(H3N2)
2022.0,41.0,0-6세,,0.0,,,,A(H3N2)
2022.0,41.0,0세,2.6,,1.0,,1.0,A(H3N2)
2022.0,41.0,1-6세,10.7,,1.0,,26.0,A(H3N2)
2022.0,41.0,13-18세,8.3,8.3,2.0,,49.0,A(H3N2)
2022.0,41.0,19-49세,7.5,4.8,1.0,,34.0,A(H3N2)
2022.0,41.0,50-64세,5.6,0.0,2.0,,10.0,A(H3N2)
2022.0,41.0,65-69세,,,,0.0,,A(H3N2)
2022.0,41.0,65세 이상,,,,0.0,,A(H3N2)
2022.0,41.0,65세이상,3.8,0.0,11.0,,13.0,A(H3N2)
2022.0,41.0,7-12세,6.1,0.0,1.0,,13.0,A(H3N2)
2022.0,41.0,70-74세,,,,0.0,,A(H3N2)
2022.0,41.0,75세 이상,,,,0.0,,A(H3N2)
2022.0,41.0,연령미상,,,,,0.0,A(H3N2)
2022.0,42.0,0-6세,,0.0,,,,A(H3N2)
2022.0,42.0,0세,3.3,,1.0,,1.0,A(H3N2)
2022.0,42.0,1-6세,7.2,,1.0,,30.0,A(H3N2)
2022.0,42.0,13-18세,10.8,0.0,1.0,,79.0,A(H3N2)
2022.0,42.0,19-49세,8.8,0.0,1.0,,68.0,A(H3N2)
2022.0,42.0,50-64세,5.9,0.0,2.0,,11.0,A(H3N2)
2022.0,42.0,65-69세,,,,5.8,,A(H3N2)
2022.0,42.0,65세 이상,,,,25.0,,A(H3N2)
2022.0,42.0,65세이상,3.2,0.0,10.0,,24.0,A(H3N2)
2022.0,42.0,7-12세,5.9,11.8,3.0,,20.0,A(H3N2)
2022.0,42.0,70-74세,,,,9.5,,A(H3N2)
2022.0,42.0,75세 이상,,,,49.4,,A(H3N2)
2022.0,42.0,연령미상,,,,,0.0,A(H3N2)
2022.0,43.0,0-6세,,0.6,,,,A(H3N2)
2022.0,43.0,0세,2.7,,1.0,,2.0,A(H3N2)
2022.0,43.0,1-6세,8.7,,3.0,,24.0,A(H3N2)
2022.0,43.0,13-18세,14.3,6.3,3.0,,142.0,A(H3N2)
2022.0,43.0,19-49세,11.0,6.1,5.0,,111.0,A(H3N2)
2022.0,43.0,50-64세,7.4,0.0,5.0,,19.0,A(H3N2)
2022.0,43.0,65-69세,,,,35.1,,A(H3N2)
2022.0,43.0,65세 이상,,,,55.8,,A(H3N2)
2022.0,43.0,65세이상,4.2,0.0,12.0,,24.0,A(H3N2)
2022.0,43.0,7-12세,6.9,0.0,2.0,,26.0,A(H3N2)
2022.0,43.0,70-74세,,,,59.5,,A(H3N2)
2022.0,43.0,75세 이상,,,,70.5,,A(H3N2)
2022.0,43.0,연령미상,,,,,0.0,A(H3N2)
2022.0,44.0,0-6세,,0.7,,,,A(H3N2)
2022.0,44.0,0세,4.4,,2.0,,2.0,A(H3N2)
2022.0,44.0,1-6세,8.1,,8.0,,43.0,A(H3N2)
2022.0,44.0,13-18세,19.9,15.8,8.0,,225.0,A(H3N2)
